School_ID,School,METRIC_NAME,METRIC_VALUE
195173,St. Francis College,Core Expenses (FASB),89168819
195173,St. Francis College,Academic Support Expenses Per FTE (FASB),3917
195173,St. Francis College,12-Month FTE Enrollment,2801
195191,St. Joseph's College of Nursing,Endowment Asset Value,1868904
195191,St. Joseph's College of Nursing,Core Expenses (FASB),5581610
195191,St. Joseph's College of Nursing,Instruction Expenses Per FTE (FASB),11885
195191,St. Joseph's College of Nursing,12-Month FTE Enrollment,235
195191,St. Joseph's College of Nursing,Institutional Support Expenses Per FTE (FASB),1850
195191,St. Joseph's College of Nursing,Academic Support Expenses Per FTE (FASB),9277
195191,St. Joseph's College of Nursing,Student Services Expenses Per FTE (FASB),740
195216,St Lawrence University,Endowment Asset Value,378997553
195216,St Lawrence University,Institutional Support Expenses Per FTE (FASB),9660
195216,St Lawrence University,Core Expenses (FASB),106614369
195216,St Lawrence University,12-Month FTE Enrollment,2173
195216,St Lawrence University,Academic Support Expenses Per FTE (FASB),6914
195216,St Lawrence University,Student Services Expenses Per FTE (FASB),11387
195216,St Lawrence University,Instruction Expenses Per FTE (FASB),19814
195234,The College of Saint Rose,Endowment Asset Value,29104356
195234,The College of Saint Rose,Instruction Expenses Per FTE (FASB),11138
195234,The College of Saint Rose,Core Expenses (FASB),55276207
195234,The College of Saint Rose,Institutional Support Expenses Per FTE (FASB),5818
195234,The College of Saint Rose,Academic Support Expenses Per FTE (FASB),1456
195234,The College of Saint Rose,12-Month FTE Enrollment,2374
195234,The College of Saint Rose,Student Services Expenses Per FTE (FASB),4872
195243,St. Thomas Aquinas College,Core Expenses (FASB),37859001
195243,St. Thomas Aquinas College,Endowment Asset Value,43176551
195243,St. Thomas Aquinas College,12-Month FTE Enrollment,1297
195243,St. Thomas Aquinas College,Academic Support Expenses Per FTE (FASB),2468
195243,St. Thomas Aquinas College,Instruction Expenses Per FTE (FASB),10130
195243,St. Thomas Aquinas College,Institutional Support Expenses Per FTE (FASB),5291
195243,St. Thomas Aquinas College,Student Services Expenses Per FTE (FASB),6402
195304,Sarah Lawrence College,Endowment Asset Value,138669444
195304,Sarah Lawrence College,Student Services Expenses Per FTE (FASB),8841
195304,Sarah Lawrence College,12-Month FTE Enrollment,1701
195304,Sarah Lawrence College,Core Expenses (FASB),78025670
195304,Sarah Lawrence College,Academic Support Expenses Per FTE (FASB),3983
195304,Sarah Lawrence College,Institutional Support Expenses Per FTE (FASB),10737
195304,Sarah Lawrence College,Instruction Expenses Per FTE (FASB),22053
195474,Siena College,Endowment Asset Value,171314952
195474,Siena College,Instruction Expenses Per FTE (FASB),10194
195474,Siena College,Institutional Support Expenses Per FTE (FASB),5775
195474,Siena College,Academic Support Expenses Per FTE (FASB),3560
195474,Siena College,Core Expenses (FASB),93047295
195474,Siena College,Student Services Expenses Per FTE (FASB),6504
195474,Siena College,12-Month FTE Enrollment,3515
195526,Skidmore College,Student Services Expenses Per FTE (FASB),7825
195526,Skidmore College,Endowment Asset Value,428878000
195526,Skidmore College,Core Expenses (FASB),146692000
195526,Skidmore College,12-Month FTE Enrollment,2818
195526,Skidmore College,Institutional Support Expenses Per FTE (FASB),12351
195526,Skidmore College,Academic Support Expenses Per FTE (FASB),6427
195526,Skidmore College,Instruction Expenses Per FTE (FASB),24382
195544,St. Joseph's University-New York,Instruction Expenses Per FTE (FASB),10813
195544,St. Joseph's University-New York,Endowment Asset Value,60013000
195544,St. Joseph's University-New York,Institutional Support Expenses Per FTE (FASB),7090
195544,St. Joseph's University-New York,Academic Support Expenses Per FTE (FASB),1685
195544,St. Joseph's University-New York,Core Expenses (FASB),93308000
195544,St. Joseph's University-New York,12-Month FTE Enrollment,3812
195544,St. Joseph's University-New York,Student Services Expenses Per FTE (FASB),4889
195580,Saint Vladimirs Orthodox Theological Seminary,Endowment Asset Value,18098360
195580,Saint Vladimirs Orthodox Theological Seminary,Core Expenses (FASB),5526176
195580,Saint Vladimirs Orthodox Theological Seminary,Academic Support Expenses Per FTE (FASB),3394
195580,Saint Vladimirs Orthodox Theological Seminary,12-Month FTE Enrollment,85
195580,Saint Vladimirs Orthodox Theological Seminary,Instruction Expenses Per FTE (FASB),14490
195580,Saint Vladimirs Orthodox Theological Seminary,Student Services Expenses Per FTE (FASB),2636
195580,Saint Vladimirs Orthodox Theological Seminary,Institutional Support Expenses Per FTE (FASB),34964
195720,St. John Fisher University,Endowment Asset Value,131051997
195720,St. John Fisher University,Academic Support Expenses Per FTE (FASB),3267
195720,St. John Fisher University,Instruction Expenses Per FTE (FASB),12318
195720,St. John Fisher University,Core Expenses (FASB),86265257
195720,St. John Fisher University,Institutional Support Expenses Per FTE (FASB),3939
195720,St. John Fisher University,12-Month FTE Enrollment,3567
195720,St. John Fisher University,Student Services Expenses Per FTE (FASB),4660
196468,Teachers College at Columbia University,Endowment Asset Value,467114714
196468,Teachers College at Columbia University,Institutional Support Expenses Per FTE (FASB),11099
196468,Teachers College at Columbia University,Academic Support Expenses Per FTE (FASB),5519
196468,Teachers College at Columbia University,Core Expenses (FASB),199406887
196468,Teachers College at Columbia University,12-Month FTE Enrollment,3733
196468,Teachers College at Columbia University,Instruction Expenses Per FTE (FASB),20148
196468,Teachers College at Columbia University,Student Services Expenses Per FTE (FASB),3474
196592,Touro University,Endowment Asset Value,44111000
196592,Touro University,Institutional Support Expenses Per FTE (FASB),5984
196592,Touro University,Instruction Expenses Per FTE (FASB),15457
196592,Touro University,Academic Support Expenses Per FTE (FASB),6877
196592,Touro University,Core Expenses (FASB),398075703
196592,Touro University,Student Services Expenses Per FTE (FASB),3122
196592,Touro University,12-Month FTE Enrollment,10081
196653,Trocaire College,Instruction Expenses Per FTE (FASB),11086
196653,Trocaire College,Endowment Asset Value,33498854
196653,Trocaire College,Core Expenses (FASB),18461069
196653,Trocaire College,12-Month FTE Enrollment,713
196653,Trocaire College,Institutional Support Expenses Per FTE (FASB),9044
196653,Trocaire College,Academic Support Expenses Per FTE (FASB),1838
196653,Trocaire College,Student Services Expenses Per FTE (FASB),3861
196680,Excelsior University,Endowment Asset Value,25601019
196680,Excelsior University,Academic Support Expenses Per FTE (FASB),3409
196680,Excelsior University,Core Expenses (FASB),69748737
196680,Excelsior University,Institutional Support Expenses Per FTE (FASB),5697
196680,Excelsior University,Instruction Expenses Per FTE (FASB),2029
196680,Excelsior University,12-Month FTE Enrollment,5096
196680,Excelsior University,Student Services Expenses Per FTE (FASB),2552
196866,Union College,12-Month FTE Enrollment,2076
196866,Union College,Endowment Asset Value,522125163
196866,Union College,Core Expenses (FASB),122766623
196866,Union College,Institutional Support Expenses Per FTE (FASB),13775
196866,Union College,Academic Support Expenses Per FTE (FASB),7000
196866,Union College,Student Services Expenses Per FTE (FASB),5349
196866,Union College,Instruction Expenses Per FTE (FASB),27383
197045,Utica University,Endowment Asset Value,34819284
197045,Utica University,Instruction Expenses Per FTE (FASB),10232
197045,Utica University,Core Expenses (FASB),80538004
197045,Utica University,Academic Support Expenses Per FTE (FASB),1607
197045,Utica University,Institutional Support Expenses Per FTE (FASB),4589
197045,Utica University,12-Month FTE Enrollment,3782
197045,Utica University,Student Services Expenses Per FTE (FASB),4847
197133,Vassar College,12-Month FTE Enrollment,2487
197133,Vassar College,Core Expenses (FASB),193358066
197133,Vassar College,Endowment Asset Value,1224163708
197133,Vassar College,Student Services Expenses Per FTE (FASB),11369
197133,Vassar College,Institutional Support Expenses Per FTE (FASB),17168
197133,Vassar College,Academic Support Expenses Per FTE (FASB),14781
197133,Vassar College,Instruction Expenses Per FTE (FASB),32622
197142,Villa Maria College,Endowment Asset Value,1945715
197142,Villa Maria College,Core Expenses (FASB),10315154
197142,Villa Maria College,Academic Support Expenses Per FTE (FASB),1853
197142,Villa Maria College,12-Month FTE Enrollment,415
197142,Villa Maria College,Institutional Support Expenses Per FTE (FASB),9797
197142,Villa Maria College,Instruction Expenses Per FTE (FASB),8002
197142,Villa Maria College,Student Services Expenses Per FTE (FASB),4133
197197,Wagner College,Endowment Asset Value,105120848
197197,Wagner College,Institutional Support Expenses Per FTE (FASB),7972
197197,Wagner College,Academic Support Expenses Per FTE (FASB),2268
197197,Wagner College,Core Expenses (FASB),62289734
197197,Wagner College,12-Month FTE Enrollment,1779
197197,Wagner College,Instruction Expenses Per FTE (FASB),12532
197197,Wagner College,Student Services Expenses Per FTE (FASB),12243
197221,Webb Institute,Endowment Asset Value,70477801
197221,Webb Institute,Core Expenses (FASB),7981022
197221,Webb Institute,Student Services Expenses Per FTE (FASB),9155
197221,Webb Institute,12-Month FTE Enrollment,102
197221,Webb Institute,Academic Support Expenses Per FTE (FASB),8192
197221,Webb Institute,Institutional Support Expenses Per FTE (FASB),28232
197221,Webb Institute,Instruction Expenses Per FTE (FASB),32666
197230,Wells College,Endowment Asset Value,28706339
197230,Wells College,Core Expenses (FASB),19316155
197230,Wells College,12-Month FTE Enrollment,341
197230,Wells College,Academic Support Expenses Per FTE (FASB),4680
197230,Wells College,Instruction Expenses Per FTE (FASB),15230
197230,Wells College,Institutional Support Expenses Per FTE (FASB),21966
197230,Wells College,Student Services Expenses Per FTE (FASB),14770
197692,Yeshivath Shaar Hatorah,Endowment Asset Value,99000
197692,Yeshivath Shaar Hatorah,Core Expenses (FASB),2996488
197692,Yeshivath Shaar Hatorah,Academic Support Expenses Per FTE (FASB),1536
197692,Yeshivath Shaar Hatorah,Institutional Support Expenses Per FTE (FASB),4197
197692,Yeshivath Shaar Hatorah,12-Month FTE Enrollment,71
197692,Yeshivath Shaar Hatorah,Instruction Expenses Per FTE (FASB),18574
197692,Yeshivath Shaar Hatorah,Student Services Expenses Per FTE (FASB),4636
197708,Yeshiva University,Endowment Asset Value,504478000
197708,Yeshiva University,Institutional Support Expenses Per FTE (FASB),11285
197708,Yeshiva University,Core Expenses (FASB),274059000
197708,Yeshiva University,Academic Support Expenses Per FTE (FASB),7724
197708,Yeshiva University,Instruction Expenses Per FTE (FASB),19364
197708,Yeshiva University,Student Services Expenses Per FTE (FASB),4558
197708,Yeshiva University,12-Month FTE Enrollment,6167
197735,Yeshivath Viznitz,12-Month FTE Enrollment,1138
197735,Yeshivath Viznitz,Endowment Asset Value,148
197735,Yeshivath Viznitz,Core Expenses (FASB),10596410
197735,Yeshivath Viznitz,Institutional Support Expenses Per FTE (FASB),2484
197735,Yeshivath Viznitz,Academic Support Expenses Per FTE (FASB),0
197735,Yeshivath Viznitz,Instruction Expenses Per FTE (FASB),5051
197735,Yeshivath Viznitz,Student Services Expenses Per FTE (FASB),1423
197911,Barton College,12-Month FTE Enrollment,1169
197911,Barton College,Endowment Asset Value,28772743
197911,Barton College,Core Expenses (FASB),25565710
197911,Barton College,Student Services Expenses Per FTE (FASB),7839
197911,Barton College,Academic Support Expenses Per FTE (FASB),1510
197911,Barton College,Institutional Support Expenses Per FTE (FASB),4530
197911,Barton College,Instruction Expenses Per FTE (FASB),7823
197984,Belmont Abbey College,Core Expenses (FASB),40912736
197984,Belmont Abbey College,Endowment Asset Value,11651697
197984,Belmont Abbey College,12-Month FTE Enrollment,1502
197984,Belmont Abbey College,Institutional Support Expenses Per FTE (FASB),9125
197984,Belmont Abbey College,Student Services Expenses Per FTE (FASB),9030
197984,Belmont Abbey College,Academic Support Expenses Per FTE (FASB),1734
197984,Belmont Abbey College,Instruction Expenses Per FTE (FASB),7350
197993,Bennett College,Endowment Asset Value,15341498
197993,Bennett College,Core Expenses (FASB),12319108
197993,Bennett College,12-Month FTE Enrollment,156
197993,Bennett College,Student Services Expenses Per FTE (FASB),10421
197993,Bennett College,Instruction Expenses Per FTE (FASB),16062
197993,Bennett College,Academic Support Expenses Per FTE (FASB),10394
197993,Bennett College,Institutional Support Expenses Per FTE (FASB),42092
198066,Brevard College,Endowment Asset Value,33654804
198066,Brevard College,Core Expenses (FASB),17596548
198066,Brevard College,12-Month FTE Enrollment,726
198066,Brevard College,Institutional Support Expenses Per FTE (FASB),8651
198066,Brevard College,Academic Support Expenses Per FTE (FASB),1490
198066,Brevard College,Student Services Expenses Per FTE (FASB),7287
198066,Brevard College,Instruction Expenses Per FTE (FASB),6809
198109,Cabarrus College of Health Sciences,Endowment Asset Value,4129133
198109,Cabarrus College of Health Sciences,Core Expenses (FASB),9827474
198109,Cabarrus College of Health Sciences,12-Month FTE Enrollment,468
198109,Cabarrus College of Health Sciences,Instruction Expenses Per FTE (FASB),13466
198109,Cabarrus College of Health Sciences,Academic Support Expenses Per FTE (FASB),1205
198109,Cabarrus College of Health Sciences,Institutional Support Expenses Per FTE (FASB),3161
198109,Cabarrus College of Health Sciences,Student Services Expenses Per FTE (FASB),3166
198136,Campbell University,Academic Support Expenses Per FTE (FASB),2632
198136,Campbell University,Institutional Support Expenses Per FTE (FASB),6535
198136,Campbell University,Endowment Asset Value,188619073
198136,Campbell University,Instruction Expenses Per FTE (FASB),14093
198136,Campbell University,Core Expenses (FASB),153332423
198136,Campbell University,Student Services Expenses Per FTE (FASB),4606
198136,Campbell University,12-Month FTE Enrollment,5449
198215,Catawba College,12-Month FTE Enrollment,1153
198215,Catawba College,Core Expenses (FASB),61782811
198215,Catawba College,Instruction Expenses Per FTE (FASB),11956
198215,Catawba College,Endowment Asset Value,321799560
198215,Catawba College,Academic Support Expenses Per FTE (FASB),1665
198215,Catawba College,Institutional Support Expenses Per FTE (FASB),13793
198215,Catawba College,Student Services Expenses Per FTE (FASB),6081
198303,Chowan University,Endowment Asset Value,28585450
198303,Chowan University,Core Expenses (FASB),22511816
198303,Chowan University,12-Month FTE Enrollment,834
198303,Chowan University,Institutional Support Expenses Per FTE (FASB),9099
198303,Chowan University,Student Services Expenses Per FTE (FASB),7749
198303,Chowan University,Academic Support Expenses Per FTE (FASB),1359
198303,Chowan University,Instruction Expenses Per FTE (FASB),7547
198385,Davidson College,12-Month FTE Enrollment,2091
198385,Davidson College,Core Expenses (FASB),132279202
198385,Davidson College,Institutional Support Expenses Per FTE (FASB),14420
198385,Davidson College,Academic Support Expenses Per FTE (FASB),6757
198385,Davidson College,Endowment Asset Value,1322217036
198385,Davidson College,Instruction Expenses Per FTE (FASB),21537
198385,Davidson College,Student Services Expenses Per FTE (FASB),18483
198516,Elon University,Institutional Support Expenses Per FTE (FASB),6772
198516,Elon University,Endowment Asset Value,322090123
198516,Elon University,Student Services Expenses Per FTE (FASB),7727
198516,Elon University,Academic Support Expenses Per FTE (FASB),1358
198516,Elon University,Core Expenses (FASB),239224508
198516,Elon University,Instruction Expenses Per FTE (FASB),19056
198516,Elon University,12-Month FTE Enrollment,6852
198561,Gardner-Webb University,Endowment Asset Value,72478059
198561,Gardner-Webb University,Core Expenses (FASB),59539179
198561,Gardner-Webb University,Instruction Expenses Per FTE (FASB),9515
198561,Gardner-Webb University,Institutional Support Expenses Per FTE (FASB),4729
198561,Gardner-Webb University,Academic Support Expenses Per FTE (FASB),919
198561,Gardner-Webb University,12-Month FTE Enrollment,2656
198561,Gardner-Webb University,Student Services Expenses Per FTE (FASB),6523
198598,Greensboro College,Endowment Asset Value,27948701
198598,Greensboro College,Instruction Expenses Per FTE (FASB),10399
198598,Greensboro College,Core Expenses (FASB),18892174
198598,Greensboro College,12-Month FTE Enrollment,822
198598,Greensboro College,Institutional Support Expenses Per FTE (FASB),5028
198598,Greensboro College,Student Services Expenses Per FTE (FASB),7121
198598,Greensboro College,Academic Support Expenses Per FTE (FASB),435
198613,Guilford College,Endowment Asset Value,77345082
198613,Guilford College,Core Expenses (FASB),37141440
198613,Guilford College,12-Month FTE Enrollment,1227
198613,Guilford College,Instruction Expenses Per FTE (FASB),9574
198613,Guilford College,Institutional Support Expenses Per FTE (FASB),5179
198613,Guilford College,Academic Support Expenses Per FTE (FASB),3915
198613,Guilford College,Student Services Expenses Per FTE (FASB),7014
198677,Heritage Bible College,Endowment Asset Value,10520
198677,Heritage Bible College,Core Expenses (FASB),421297
198677,Heritage Bible College,Institutional Support Expenses Per FTE (FASB),9186
198677,Heritage Bible College,12-Month FTE Enrollment,22
198677,Heritage Bible College,Academic Support Expenses Per FTE (FASB),1052
198677,Heritage Bible College,Instruction Expenses Per FTE (FASB),6305
198677,Heritage Bible College,Student Services Expenses Per FTE (FASB),1687
198695,High Point University,Institutional Support Expenses Per FTE (FASB),7601
198695,High Point University,Endowment Asset Value,151489137
198695,High Point University,Instruction Expenses Per FTE (FASB),11386
198695,High Point University,Student Services Expenses Per FTE (FASB),7738
198695,High Point University,Academic Support Expenses Per FTE (FASB),1766
198695,High Point University,Core Expenses (FASB),189975483
198695,High Point University,12-Month FTE Enrollment,6627
198756,Johnson C Smith University,Endowment Asset Value,64251820
198756,Johnson C Smith University,12-Month FTE Enrollment,1065
198756,Johnson C Smith University,Core Expenses (FASB),43261759
198756,Johnson C Smith University,Instruction Expenses Per FTE (FASB),10208
198756,Johnson C Smith University,Student Services Expenses Per FTE (FASB),7573
198756,Johnson C Smith University,Academic Support Expenses Per FTE (FASB),4525
198756,Johnson C Smith University,Institutional Support Expenses Per FTE (FASB),15444
198808,Lees-McRae College,Endowment Asset Value,34836868
198808,Lees-McRae College,Core Expenses (FASB),20814125
198808,Lees-McRae College,Institutional Support Expenses Per FTE (FASB),6658
198808,Lees-McRae College,12-Month FTE Enrollment,853
198808,Lees-McRae College,Academic Support Expenses Per FTE (FASB),2379
198808,Lees-McRae College,Student Services Expenses Per FTE (FASB),7201
198808,Lees-McRae College,Instruction Expenses Per FTE (FASB),7637
198835,Lenoir-Rhyne University,Instruction Expenses Per FTE (FASB),10810
198835,Lenoir-Rhyne University,Institutional Support Expenses Per FTE (FASB),7530
198835,Lenoir-Rhyne University,Endowment Asset Value,128381078
198835,Lenoir-Rhyne University,Core Expenses (FASB),56271528
198835,Lenoir-Rhyne University,Student Services Expenses Per FTE (FASB),7683
198835,Lenoir-Rhyne University,12-Month FTE Enrollment,2038
198835,Lenoir-Rhyne University,Academic Support Expenses Per FTE (FASB),1285
198862,Livingstone College,Core Expenses (FASB),29682646
198862,Livingstone College,Endowment Asset Value,6515278
198862,Livingstone College,Academic Support Expenses Per FTE (FASB),2511
198862,Livingstone College,12-Month FTE Enrollment,819
198862,Livingstone College,Instruction Expenses Per FTE (FASB),9578
198862,Livingstone College,Institutional Support Expenses Per FTE (FASB),20190
198862,Livingstone College,Student Services Expenses Per FTE (FASB),3964
198871,Louisburg College,Endowment Asset Value,13826024
198871,Louisburg College,Core Expenses (FASB),8276318
198871,Louisburg College,Academic Support Expenses Per FTE (FASB),1959
198871,Louisburg College,Institutional Support Expenses Per FTE (FASB),9042
198871,Louisburg College,12-Month FTE Enrollment,437
198871,Louisburg College,Instruction Expenses Per FTE (FASB),3359
198871,Louisburg College,Student Services Expenses Per FTE (FASB),4573
198899,Mars Hill University,Endowment Asset Value,59170846
198899,Mars Hill University,Core Expenses (FASB),28073348
198899,Mars Hill University,12-Month FTE Enrollment,956
198899,Mars Hill University,Institutional Support Expenses Per FTE (FASB),4828
198899,Mars Hill University,Academic Support Expenses Per FTE (FASB),1379
198899,Mars Hill University,Instruction Expenses Per FTE (FASB),16897
198899,Mars Hill University,Student Services Expenses Per FTE (FASB),3847
198950,Meredith College,Endowment Asset Value,130100558
198950,Meredith College,Core Expenses (FASB),48601637
198950,Meredith College,12-Month FTE Enrollment,1442
198950,Meredith College,Institutional Support Expenses Per FTE (FASB),8611
198950,Meredith College,Academic Support Expenses Per FTE (FASB),4332
198950,Meredith College,Instruction Expenses Per FTE (FASB),16214
198950,Meredith College,Student Services Expenses Per FTE (FASB),3377
198969,Methodist University,Endowment Asset Value,45459558
198969,Methodist University,Core Expenses (FASB),40600022
198969,Methodist University,Instruction Expenses Per FTE (FASB),11450
198969,Methodist University,12-Month FTE Enrollment,1700
198969,Methodist University,Institutional Support Expenses Per FTE (FASB),4793
198969,Methodist University,Academic Support Expenses Per FTE (FASB),1348
198969,Methodist University,Student Services Expenses Per FTE (FASB),6292
199032,Montreat College,Student Services Expenses Per FTE (FASB),8365
199032,Montreat College,Core Expenses (FASB),24287931
199032,Montreat College,Endowment Asset Value,9776730
199032,Montreat College,12-Month FTE Enrollment,941
199032,Montreat College,Academic Support Expenses Per FTE (FASB),1974
199032,Montreat College,Institutional Support Expenses Per FTE (FASB),5367
199032,Montreat College,Instruction Expenses Per FTE (FASB),7737
199069,University of Mount Olive,Core Expenses (FASB),31076697
199069,University of Mount Olive,Endowment Asset Value,43004236
199069,University of Mount Olive,Academic Support Expenses Per FTE (FASB),2110
199069,University of Mount Olive,12-Month FTE Enrollment,1872
199069,University of Mount Olive,Institutional Support Expenses Per FTE (FASB),3892
199069,University of Mount Olive,Student Services Expenses Per FTE (FASB),6065
199069,University of Mount Olive,Instruction Expenses Per FTE (FASB),4280
199209,North Carolina Wesleyan University,Core Expenses (FASB),26597005
199209,North Carolina Wesleyan University,Endowment Asset Value,12759310
199209,North Carolina Wesleyan University,12-Month FTE Enrollment,1281
199209,North Carolina Wesleyan University,Institutional Support Expenses Per FTE (FASB),5503
199209,North Carolina Wesleyan University,Academic Support Expenses Per FTE (FASB),1488
199209,North Carolina Wesleyan University,Instruction Expenses Per FTE (FASB),6454
199209,North Carolina Wesleyan University,Student Services Expenses Per FTE (FASB),6643
199272,William Peace University,Student Services Expenses Per FTE (FASB),8417
199272,William Peace University,Endowment Asset Value,49296201
199272,William Peace University,Core Expenses (FASB),19796047
199272,William Peace University,12-Month FTE Enrollment,702
199272,William Peace University,Academic Support Expenses Per FTE (FASB),3506
199272,William Peace University,Institutional Support Expenses Per FTE (FASB),10438
199272,William Peace University,Instruction Expenses Per FTE (FASB),5676
199306,Pfeiffer University,12-Month FTE Enrollment,1031
199306,Pfeiffer University,Academic Support Expenses Per FTE (FASB),2682
199306,Pfeiffer University,Core Expenses (FASB),24869446
199306,Pfeiffer University,Endowment Asset Value,17638682
199306,Pfeiffer University,Instruction Expenses Per FTE (FASB),12221
199306,Pfeiffer University,Institutional Support Expenses Per FTE (FASB),3758
199306,Pfeiffer University,Student Services Expenses Per FTE (FASB),4957
199412,Queens University of Charlotte,Instruction Expenses Per FTE (FASB),10641
199412,Queens University of Charlotte,Endowment Asset Value,153458066
199412,Queens University of Charlotte,Core Expenses (FASB),71791763
199412,Queens University of Charlotte,12-Month FTE Enrollment,1760
199412,Queens University of Charlotte,Institutional Support Expenses Per FTE (FASB),12704
199412,Queens University of Charlotte,Academic Support Expenses Per FTE (FASB),5810
199412,Queens University of Charlotte,Student Services Expenses Per FTE (FASB),11637
199458,Mid-Atlantic Christian University,Student Services Expenses Per FTE (FASB),8413
199458,Mid-Atlantic Christian University,Endowment Asset Value,4151950
199458,Mid-Atlantic Christian University,Core Expenses (FASB),3576382
199458,Mid-Atlantic Christian University,Instruction Expenses Per FTE (FASB),9732
199458,Mid-Atlantic Christian University,Institutional Support Expenses Per FTE (FASB),9700
199458,Mid-Atlantic Christian University,Academic Support Expenses Per FTE (FASB),4087
199458,Mid-Atlantic Christian University,12-Month FTE Enrollment,112
199582,Saint Augustine's University,12-Month FTE Enrollment,986
199582,Saint Augustine's University,Core Expenses (FASB),21032788
199582,Saint Augustine's University,Endowment Asset Value,791258
199582,Saint Augustine's University,Institutional Support Expenses Per FTE (FASB),4156
199582,Saint Augustine's University,Academic Support Expenses Per FTE (FASB),1282
199582,Saint Augustine's University,Instruction Expenses Per FTE (FASB),7433
199582,Saint Augustine's University,Student Services Expenses Per FTE (FASB),4476
199607,Salem College,Endowment Asset Value,58542047
199607,Salem College,Core Expenses (FASB),19694113
199607,Salem College,12-Month FTE Enrollment,377
199607,Salem College,Instruction Expenses Per FTE (FASB),13091
199607,Salem College,Academic Support Expenses Per FTE (FASB),6506
199607,Salem College,Institutional Support Expenses Per FTE (FASB),18259
199607,Salem College,Student Services Expenses Per FTE (FASB),14383
199643,Shaw University,Core Expenses (FASB),40526683
199643,Shaw University,Endowment Asset Value,13780704
199643,Shaw University,12-Month FTE Enrollment,964
199643,Shaw University,Student Services Expenses Per FTE (FASB),8741
199643,Shaw University,Instruction Expenses Per FTE (FASB),7396
199643,Shaw University,Academic Support Expenses Per FTE (FASB),349
199643,Shaw University,Institutional Support Expenses Per FTE (FASB),18999
199698,St. Andrews University,Endowment Asset Value,5534056
199698,St. Andrews University,Core Expenses (FASB),20563449
199698,St. Andrews University,12-Month FTE Enrollment,806
199698,St. Andrews University,Academic Support Expenses Per FTE (FASB),1960
199698,St. Andrews University,Instruction Expenses Per FTE (FASB),7022
199698,St. Andrews University,Institutional Support Expenses Per FTE (FASB),1808
199698,St. Andrews University,Student Services Expenses Per FTE (FASB),11326
199759,Southeastern Baptist Theological Seminary,Endowment Asset Value,43774514
199759,Southeastern Baptist Theological Seminary,Core Expenses (FASB),27986465
199759,Southeastern Baptist Theological Seminary,Academic Support Expenses Per FTE (FASB),2962
199759,Southeastern Baptist Theological Seminary,Institutional Support Expenses Per FTE (FASB),7696
199759,Southeastern Baptist Theological Seminary,12-Month FTE Enrollment,1650
199759,Southeastern Baptist Theological Seminary,Instruction Expenses Per FTE (FASB),5500
199759,Southeastern Baptist Theological Seminary,Student Services Expenses Per FTE (FASB),803
199865,Warren Wilson College,Endowment Asset Value,54958775
199865,Warren Wilson College,Academic Support Expenses Per FTE (FASB),2919
199865,Warren Wilson College,Core Expenses (FASB),25616938
199865,Warren Wilson College,Institutional Support Expenses Per FTE (FASB),7650
199865,Warren Wilson College,12-Month FTE Enrollment,797
199865,Warren Wilson College,Student Services Expenses Per FTE (FASB),8008
199865,Warren Wilson College,Instruction Expenses Per FTE (FASB),12478
199962,Wingate University,Endowment Asset Value,125060933
199962,Wingate University,Core Expenses (FASB),73236000
199962,Wingate University,Instruction Expenses Per FTE (FASB),9406
199962,Wingate University,Academic Support Expenses Per FTE (FASB),1427
199962,Wingate University,Institutional Support Expenses Per FTE (FASB),3369
199962,Wingate University,12-Month FTE Enrollment,3491
199962,Wingate University,Student Services Expenses Per FTE (FASB),6130
199971,Carolina Christian College,Endowment Asset Value,293639
199971,Carolina Christian College,Core Expenses (FASB),858429
199971,Carolina Christian College,Academic Support Expenses Per FTE (FASB),2063
199971,Carolina Christian College,Institutional Support Expenses Per FTE (FASB),8954
199971,Carolina Christian College,12-Month FTE Enrollment,56
199971,Carolina Christian College,Instruction Expenses Per FTE (FASB),2591
199971,Carolina Christian College,Student Services Expenses Per FTE (FASB),186
200156,University of Jamestown,Endowment Asset Value,42572530
200156,University of Jamestown,Core Expenses (FASB),27909859
200156,University of Jamestown,12-Month FTE Enrollment,1307
200156,University of Jamestown,Instruction Expenses Per FTE (FASB),9653
200156,University of Jamestown,Institutional Support Expenses Per FTE (FASB),5683
200156,University of Jamestown,Academic Support Expenses Per FTE (FASB),382
200156,University of Jamestown,Student Services Expenses Per FTE (FASB),5636
200217,University of Mary,Endowment Asset Value,68580534
200217,University of Mary,Institutional Support Expenses Per FTE (FASB),5834
200217,University of Mary,Core Expenses (FASB),81881827
200217,University of Mary,Instruction Expenses Per FTE (FASB),8549
200217,University of Mary,Academic Support Expenses Per FTE (FASB),468
200217,University of Mary,12-Month FTE Enrollment,3643
200217,University of Mary,Student Services Expenses Per FTE (FASB),2144
200484,Trinity Bible College and Graduate School,Endowment Asset Value,1361454
200484,Trinity Bible College and Graduate School,Core Expenses (FASB),6041941
200484,Trinity Bible College and Graduate School,12-Month FTE Enrollment,222
200484,Trinity Bible College and Graduate School,Institutional Support Expenses Per FTE (FASB),9870
200484,Trinity Bible College and Graduate School,Instruction Expenses Per FTE (FASB),8495
200484,Trinity Bible College and Graduate School,Academic Support Expenses Per FTE (FASB),960
200484,Trinity Bible College and Graduate School,Student Services Expenses Per FTE (FASB),5423
200527,Turtle Mountain Community College,Core Expenses (FASB),28777790
200527,Turtle Mountain Community College,Endowment Asset Value,2417278
